mileage,model,color_id,name_cluster,real,pred,error
0.116000116,0.994302,16.0,1.0,4.0499974e+08,4.1272778e+08,7.728032e+06
0.15000015,0.991453,16.0,334.0,3.4999968e+08,7.842527e+08,4.34253e+08
0.13000013,0.994302,23.0,416.0,6.600002e+08,7.72228e+08,1.1222778e+08
0.036000036,0.997151,23.0,86.0,6.550002e+08,6.3114266e+08,2.3857536e+07
0.07000007,0.997151,16.0,110.0,3.6500016e+08,3.5367312e+08,1.132704e+07
0.42000043,0.9900285,16.0,5.0,3.2999994e+08,3.1023043e+08,1.9769504e+07
0.26000026,0.988604,25.0,98.0,1.5699989e+08,1.3842274e+08,1.8577152e+07
0.22000022,0.9900285,16.0,319.0,1.1111109e+08,1.6693818e+08,5.582709e+07
0.09300009,0.99501425,23.0,107.0,1.2000009e+09,1.0853105e+09,1.1469043e+08
0.07500008,0.99572647,16.0,372.0,5.0999987e+08,4.8282778e+08,2.7172096e+07
0.3000003,0.982906,16.0,12.0,1.0299996e+08,1.0507594e+08,2.075976e+06
0.025000025,0.997151,16.0,1.0,5.3000048e+08,4.9658435e+08,3.3416128e+07
0.13300014,0.98646724,15.0,232.0,1.4499995e+08,1.5279976e+08,7.799808e+06
0.062000062,0.99643874,23.0,385.0,1.3649997e+09,1.5893669e+09,2.2436723e+08
0.115000114,0.99501425,16.0,58.0,2.4499997e+08,2.3959037e+08,5.4096e+06
0.1000001,0.994302,16.0,2.0,2.6500011e+08,2.3356934e+08,3.1430768e+07
0.14000013,0.98789173,23.0,135.0,7.149996e+08,8.216029e+08,1.0660326e+08
0.002000002,0.9992877,16.0,270.0,7.999998e+08,7.0040704e+08,9.959277e+07
0.19000019,0.9893162,16.0,18.0,3.9799974e+08,4.008062e+08,2.806464e+06
0.008000008,0.9985755,16.0,264.0,6.199998e+08,6.096744e+08,1.032544e+07
0.36900038,0.98789173,25.0,1.0,2.4999995e+08,2.5025472e+08,254768.0
0.1980002,0.98646724,8.0,122.0,2.7499997e+08,3.3444886e+08,5.9448896e+07
0.16400017,0.988604,16.0,98.0,1.2000003e+08,1.2838935e+08,8.38932e+06
0.15100016,0.994302,16.0,1.0,4.550001e+08,4.0439766e+08,5.060243e+07
0.10400011,0.99786323,9.0,28.0,6.499996e+08,6.315858e+08,1.8413824e+07
0.17000017,0.988604,16.0,144.0,1.2899988e+09,1.5442299e+09,2.5423104e+08
0.011111011,0.988604,16.0,106.0,2.569998e+08,2.2000352e+08,3.699629e+07
0.28000027,0.988604,25.0,82.0,1.2800009e+08,1.4648939e+08,1.8489304e+07
0.07500008,0.99501425,0.0,104.0,2.600001e+09,1.9003991e+09,6.996019e+08
0.035000034,0.99501425,16.0,44.0,4.2500012e+09,3.2559424e+09,9.9405875e+08
0.08000008,0.9928775,15.0,495.0,6.7e+08,4.971966e+08,1.728034e+08
0.17000017,0.98789173,16.0,166.0,7.200002e+08,6.7576634e+08,4.4233856e+07
0.22300023,0.9928775,16.0,57.0,3.5999994e+08,3.3138317e+08,2.8616768e+07
0.43800044,0.98504275,26.0,1.0,2.569998e+08,2.0748902e+08,4.9510784e+07
0.16000016,0.99501425,26.0,401.0,4.299998e+08,4.047943e+08,2.5205504e+07
0.5000005,0.98575497,16.0,7.0,1.2000003e+08,1.2460834e+08,4.608304e+06
0.32000032,0.988604,23.0,96.0,5.8999994e+08,6.0585126e+08,1.5851328e+07
0.24300024,0.9893162,23.0,560.0,1.4000001e+09,1.5712488e+09,1.7124864e+08
0.05000005,0.99786323,8.0,28.0,7.149996e+08,6.663169e+08,4.868269e+07
0.06000006,0.99786323,16.0,110.0,3.7400026e+08,3.6480806e+08,9.192192e+06
0.08000008,0.997151,16.0,16.0,3.250003e+08,3.3932582e+08,1.4325536e+07
0.34500036,0.98504275,30.0,15.0,9.000006e+07,9.724333e+07,7.243264e+06
0.05000005,0.98504275,25.0,1.0,1.7000003e+08,1.99699e+08,2.9698976e+07
0.25000024,0.98504275,16.0,15.0,1.17999976e+08,1.2524788e+08,7.247904e+06
0.38000038,0.98646724,26.0,360.0,1.2999993e+08,1.0767346e+08,2.2326472e+07
0.055555057,0.9893162,16.0,238.0,1.5399994e+08,1.5707117e+08,3.071232e+06
0.09000009,0.9928775,16.0,443.0,6.2499994e+09,2.2247007e+09,4.0252987e+09
0.0,0.9992877,16.0,195.0,2.808999e+09,2.596022e+09,2.129769e+08
0.16500017,0.99216527,6.0,98.0,1.8499989e+08,1.6671194e+08,1.8287952e+07
0.13500014,0.994302,23.0,75.0,8.899995e+08,8.109382e+08,7.906131e+07
0.4000004,0.98575497,23.0,213.0,2.4999995e+08,2.3387872e+08,1.6121232e+07
0.23000023,0.988604,8.0,1.0,2.87e+08,2.7727843e+08,9.721568e+06
0.077000074,0.99643874,16.0,10.0,3.2000006e+08,3.1356422e+08,6.43584e+06
0.2000002,0.994302,16.0,155.0,2.9999994e+08,2.777887e+08,2.2211232e+07
0.24300024,0.994302,16.0,58.0,2.470002e+08,2.1519674e+08,3.1803456e+07
0.0,0.99786323,1.0,457.0,1.7000003e+08,2.2239528e+08,5.239525e+07
0.08000008,0.994302,16.0,475.0,5.600003e+08,5.338222e+08,2.6178112e+07
0.19700019,0.9928775,16.0,1.0,3.9000035e+08,3.7062506e+08,1.9375296e+07
0.09000009,0.99572647,16.0,28.0,6.000002e+08,5.929692e+08,7.030976e+06
0.4000004,0.9893162,25.0,53.0,2.4000018e+08,1.9492608e+08,4.5074096e+07
0.16600017,0.994302,16.0,201.0,4.950004e+08,4.110199e+08,8.398048e+07
0.028000029,0.997151,16.0,141.0,8.249995e+08,7.8493203e+08,4.0067456e+07
0.11300011,0.99572647,16.0,342.0,4.5000035e+08,4.617098e+08,1.170944e+07
0.1950002,0.99501425,16.0,499.0,4.0999968e+08,3.6743373e+08,4.256595e+07
0.22300023,0.988604,25.0,63.0,2.7499997e+08,3.0410704e+08,2.9107072e+07
0.07600008,0.99643874,16.0,349.0,7.2499974e+08,7.0191424e+08,2.3085504e+07
0.06000006,0.99216527,16.0,5.0,4.180001e+08,4.0216698e+08,1.583312e+07
0.0003000003,0.997151,16.0,28.0,6.9999974e+08,6.8598803e+08,1.4011712e+07
0.0,0.99786323,16.0,3.0,6.9999974e+08,6.457697e+08,5.4230016e+07
0.2000002,0.9928775,8.0,5.0,3.6999997e+08,3.9583757e+08,2.58376e+07
0.0,0.9985755,16.0,216.0,4.0700017e+09,5.233217e+09,1.1632154e+09
0.3100003,0.98575497,25.0,122.0,2.5999997e+08,2.830127e+08,2.3012736e+07
0.0,0.9992877,16.0,509.0,1.6200005e+09,1.5230721e+09,9.692838e+07
0.28000027,0.9893162,25.0,34.0,1.9900016e+08,2.0900632e+08,1.000616e+07
0.22000022,0.988604,25.0,412.0,2.3799989e+08,2.32308e+08,5.691888e+06
0.08000008,0.99501425,16.0,8.0,1.1899995e+09,9.863467e+08,2.036528e+08
0.0,0.99786323,16.0,0.0,3.9299994e+08,3.845021e+08,8.497824e+06
0.2050002,0.991453,16.0,64.0,3.4000022e+08,3.364117e+08,3.588512e+06
0.0,0.9992877,16.0,103.0,9.249995e+08,8.740731e+08,5.09264e+07
0.047000047,0.99643874,16.0,123.0,3.3499984e+08,3.310837e+08,3.916128e+06
0.025000025,0.99572647,16.0,42.0,4.950004e+08,4.743948e+08,2.0605568e+07
0.2000002,0.9843305,25.0,426.0,1.8499989e+08,1.7765088e+08,7.349008e+06
0.36000037,0.982906,23.0,1.0,1.499999e+08,1.7623914e+08,2.6239232e+07
0.0,0.9992877,16.0,204.0,1.9200005e+09,2.3135828e+09,3.9358234e+08
0.043000042,0.99786323,16.0,106.0,5.500002e+08,4.0885952e+08,1.4114067e+08
0.017000018,0.9985755,16.0,470.0,1.4999997e+09,1.4684026e+09,3.1597184e+07
0.48000047,0.9900285,16.0,35.0,1.7000003e+08,1.652008e+08,4.799232e+06
0.04000004,0.98789173,6.0,7.0,1.5799994e+08,1.3650485e+08,2.1495088e+07
0.23000023,0.9893162,16.0,358.0,2.450001e+09,2.4315192e+09,1.8481664e+07
0.17700018,0.99216527,16.0,35.0,2.2999995e+08,1.8704642e+08,4.2953536e+07
0.01900002,0.9985755,16.0,16.0,3.8499968e+08,3.7462496e+08,1.037472e+07
0.053200055,0.98504275,23.0,226.0,1.2000003e+08,1.2057015e+08,570120.0
0.06000006,0.997151,16.0,1.0,4.7499965e+08,4.8257366e+08,7.574016e+06
0.056000058,0.997151,16.0,5.0,5.3000048e+08,5.3479242e+08,4.791936e+06
0.0,0.9992877,16.0,355.0,4.2099978e+08,3.6253706e+08,5.846272e+07
0.4000004,0.988604,25.0,82.0,1.7599997e+08,1.4077325e+08,3.522672e+07
0.0,0.9992877,16.0,106.0,4.4500035e+08,3.3202595e+08,1.129744e+08
0.2830003,0.98789173,25.0,34.0,2.1000011e+08,1.9376362e+08,1.6236496e+07
0.22100022,0.991453,25.0,53.0,2.5999997e+08,2.676844e+08,7.684432e+06
